true_lat,true_lng,pred_lat,pred_lng,true_geocell,pred_geocell,error_km,within_1km,within_25km,within_200km,within_750km,within_2500km
39.6767692565918,-95.65758514404297,48.04031753540039,19.57223129272461,369,790,8371.41015625,0,0,0,0,0
-34.88603210449219,-56.303768157958984,40.1969108581543,-8.535868644714355,656,212,9686.9892578125,0,0,0,0,0
54.068687438964844,-6.227905750274658,52.59560012817383,-6.703925132751465,731,471,167.0076446533203,0,0,1,1,1
31.652482986450195,35.150333404541016,31.795124053955078,35.18464279174805,694,694,16.20775604248047,0,1,1,1,1
51.51363754272461,3.6115174293518066,49.90366744995117,5.867044448852539,202,431,239.56410217285156,0,0,0,1,1
40.522125244140625,72.7801284790039,40.523468017578125,72.80171203613281,252,252,1.832471489906311,0,1,1,1,1
35.12601089477539,136.15493774414062,47.00770568847656,8.423808097839355,564,422,9510.791015625,0,0,0,0,0
40.22048568725586,43.581295013427734,39.85014343261719,44.017642974853516,502,149,55.52207946777344,0,0,1,1,1
18.151060104370117,-66.03697204589844,18.280847549438477,-66.12164306640625,20,470,16.996826171875,0,1,1,1,1
40.15207290649414,-8.348780632019043,41.136959075927734,-7.347919940948486,212,402,138.44248962402344,0,0,1,1,1
16.487369537353516,99.77055358886719,16.841655731201172,102.40380859375,515,140,283.5745849609375,0,0,0,1,1
-0.397978812456131,-78.54141235351562,-1.3205325603485107,-78.55398559570312,157,448,102.7077407836914,0,0,1,1,1
53.129520416259766,6.997612953186035,51.60476303100586,5.832401275634766,685,722,187.2979736328125,0,0,1,1,1
49.24238204956055,-2.2168853282928467,49.2082633972168,-2.125119209289551,58,58,7.6769585609436035,0,1,1,1,1
6.380612373352051,80.37808227539062,6.097451210021973,80.37814331054688,789,789,31.521371841430664,0,0,1,1,1
56.414276123046875,37.46013641357422,57.349822998046875,39.43785858154297,714,28,159.09567260742188,0,0,1,1,1
6.555775165557861,101.29817962646484,13.840438842773438,100.28679656982422,760,42,818.4495849609375,0,0,0,0,1
34.64583206176758,135.45468139648438,34.642608642578125,135.77938842773438,469,225,29.739585876464844,0,0,1,1,1
42.604129791259766,23.10674476623535,42.539772033691406,23.06214141845703,86,86,8.043460845947266,0,1,1,1,1
34.52832794189453,135.84344482421875,47.00770568847656,8.423808097839355,225,422,9551.2763671875,0,0,0,0,0
11.988678932189941,105.4441146850586,21.41931915283203,105.46726989746094,676,485,1049.8170166015625,0,0,0,0,1
31.796953201293945,35.2130126953125,31.795124053955078,35.18464279174805,694,694,2.6918084621429443,0,1,1,1,1
48.431434631347656,27.813114166259766,48.43098831176758,27.840673446655273,719,719,2.0361218452453613,0,1,1,1,1
46.834022521972656,8.146988868713379,47.1733512878418,9.530110359191895,422,117,111.58491516113281,0,0,1,1,1
17.32975196838379,102.284423828125,13.851799011230469,104.84969329833984,830,664,474.8924865722656,0,0,0,1,1
11.53803539276123,105.54704284667969,11.543269157409668,104.7257080078125,676,718,89.584228515625,0,0,1,1,1
38.20195770263672,128.59498596191406,38.12841033935547,128.5408935546875,187,187,9.457666397094727,0,1,1,1,1
44.59421920776367,20.837984085083008,45.61629104614258,19.233938217163086,318,686,169.78329467773438,0,0,1,1,1
40.93037414550781,19.708866119384766,40.78474044799805,19.602140426635742,543,543,18.535551071166992,0,1,1,1,1
53.3576545715332,-6.191318035125732,53.23362731933594,-6.240006923675537,302,302,14.181464195251465,0,1,1,1,1
53.3827018737793,5.289342880249023,52.18552017211914,5.162360668182373,64,346,133.54356384277344,0,0,1,1,1
34.0615348815918,134.59835815429688,34.72305679321289,137.3638153076172,102,317,264.4817810058594,0,0,0,1,1
3.883171319961548,-77.06981658935547,3.856001853942871,-77.02400970458984,426,426,5.919010162353516,0,1,1,1,1
37.94266128540039,39.978816986083984,39.85014343261719,44.017642974853516,633,149,409.2384948730469,0,0,0,1,1
41.03675842285156,40.499942779541016,44.813316345214844,8.614757537841797,820,831,2615.581787109375,0,0,0,0,0
49.53200912475586,20.75233268737793,47.1733512878418,9.530110359191895,506,117,869.7387084960938,0,0,0,0,1
55.863956451416016,37.365421295166016,55.95537185668945,37.254364013671875,714,714,12.311437606811523,0,1,1,1,1
6.355008125305176,5.658456325531006,6.362813472747803,5.7207818031311035,860,860,6.949881553649902,0,1,1,1,1
46.74298095703125,18.970643997192383,46.398189544677734,18.36681365966797,701,701,60.07061004638672,0,0,1,1,1
39.22963333129883,42.87067413330078,38.079505920410156,29.027217864990234,567,385,1209.0362548828125,0,0,0,0,1
43.05531311035156,24.24544334411621,47.00770568847656,8.423808097839355,541,422,1317.37841796875,0,0,0,0,1
38.74146270751953,-106.07473754882812,39.665771484375,-106.60602569580078,392,796,112.63801574707031,0,0,1,1,1
18.037622451782227,-66.93687438964844,18.071598052978516,-66.97293090820312,201,201,5.372829914093018,0,1,1,1,1
18.47368621826172,-66.75706481933594,18.36431121826172,-66.57373809814453,794,794,22.87260627746582,0,1,1,1,1
50.43840789794922,20.324220657348633,46.32257843017578,16.599170684814453,738,270,534.4192504882812,0,0,0,1,1
-1.8866454362869263,30.11185073852539,-1.94754958152771,30.129444122314453,535,535,7.056631088256836,0,1,1,1,1
23.04717445373535,120.4192123413086,18.36431121826172,-66.57373809814453,592,794,15365.3037109375,0,0,0,0,0
46.87830352783203,8.647005081176758,47.1733512878418,9.530110359191895,422,117,74.62818908691406,0,0,1,1,1
10.831151962280273,104.78580474853516,10.981629371643066,104.86076354980469,190,190,18.64777374267578,0,1,1,1,1
47.15806198120117,16.577112197875977,45.40174865722656,17.746315002441406,9,113,215.20652770996094,0,0,0,1,1
26.14421272277832,51.208351135253906,26.14205551147461,51.20879364013672,795,795,0.2441401332616806,1,1,1,1,1
51.89098358154297,-10.384058952331543,51.98063659667969,-10.007011413574219,223,223,27.735742568969727,0,0,1,1,1
45.976722717285156,8.936483383178711,41.96546936035156,21.48412322998047,321,154,1098.3734130859375,0,0,0,0,1
-20.0213680267334,-43.40070724487305,-0.9699137210845947,37.318931579589844,888,687,9011.33203125,0,0,0,0,0
