ADM1_Region,Latitude,Longitude
ALA.3_2,60.08866579447323,19.91757811252812
ALA.3_2,60.1066142030318,19.9265780683556
ALA.3_2,60.1128344011504,19.941873606804865
ALA.3_2,60.11458371379801,19.93500139756839
ALA.3_2,60.11166418672986,19.940326672339168
ALA.3_2,60.10420064086458,19.93521526582302
ALA.3_2,60.11973006231487,19.93817382744658
ALA.3_2,60.12441146196924,19.95342503269044
ALA.3_2,60.07418568731371,19.94891233193783
ALA.3_2,60.11468618259801,19.96175667932261
ALA.3_2,60.10411952396282,19.94108432293898
ALA.3_2,60.08413970216055,19.95718128124398
ALA.3_2,60.098791416008304,19.94386100820595
ALA.3_2,60.11549491253118,19.95526918396322
ALA.3_2,60.118895235741576,19.94498645176716
ALA.3_2,60.07722254571206,19.94714323264829
ALA.3_2,60.0772894983571,19.95279940951844
ALA.3_2,60.11796743031006,19.959953247296028
ALA.3_2,60.08562626548004,19.959221826066592
ALA.3_2,60.10399900291576,19.9276242741448
ALA.3_2,60.06773287703282,19.955743083362915
ALA.3_2,60.05471717785871,19.968076165984403
ALA.3_2,60.12490066570029,19.930065559096807
ALA.3_2,60.11312444959219,19.940742504639232
ALA.3_2,60.08370103351675,19.94022684406892
ALA.3_2,60.12383569826395,19.933869893239613
ALB.5_1,40.95136968776876,19.68456728275528
ALB.5_1,40.73984053833139,19.54788364206601
ALB.5_1,40.69909489363444,19.5810233055913
ALB.5_1,40.688707012773214,19.505313998664285
ALB.5_1,40.71332371919952,19.53956830076056
ALB.5_1,40.70357409388999,19.635192661514616
ALB.5_1,40.71303763597098,19.54841546488503
ALB.5_1,40.614276933124295,19.522432859140977
ALB.5_1,40.86903854763196,19.78245156569161
ALB.5_1,40.90366063291261,19.68951292641247
ALB.5_1,40.725962798798975,19.57534108319905
ALB.5_1,40.81301706856055,19.613372061394426
ALB.5_1,40.609165502604704,19.530622901530226
ALB.5_1,40.750873488644864,19.56171471174472
ALB.5_1,41.01803257561893,19.661677779777
ALB.5_1,40.6420675092547,19.50037469089857
ALB.5_1,41.0521711080706,19.59929905259523
ALB.5_1,41.0315711483544,19.6592592494113
ALB.5_1,40.48412796067526,19.840384667174405
ALB.5_1,40.96684418259214,19.478381149222272
ALB.5_1,40.74073815938723,19.55819602738112
ALB.5_1,41.04812623600917,19.6527662138128
ALB.5_1,40.93037241707516,19.708865627647285
ALB.5_1,40.99868152578317,19.53119871100865
ALB.5_1,40.69014282511568,19.509585359103347
ALB.5_1,40.70978929449366,19.546081963773624
ALB.6_1,40.149004871474894,20.095552423814134
ALB.6_1,40.31190030131282,20.196194494432447
ALB.6_1,40.30040359279744,20.10916081838054
ALB.6_1,40.33398012761953,19.99246249921004
ALB.6_1,40.07239926148963,20.152432852858578
ALB.6_1,40.30854732831524,19.969017621779305
ALB.6_1,40.42027796777701,19.85744554631228
ALB.6_1,40.21625012148685,20.08682193252412
ALB.6_1,40.39957417203353,19.86369225188704
ALB.6_1,40.27913926179037,20.05161622975692
ALB.6_1,40.0653879025692,20.436218715462324
ALB.6_1,40.300407178586525,20.126159792190776
ALB.6_1,40.16333486420864,20.474464010976813
ALB.6_1,40.371706641722426,20.154968041036994
ALB.6_1,39.93444426431242,20.27666654481813
ALB.6_1,40.2756517956422,20.274951114043866
ALB.6_1,40.04854529570301,20.17687898877832
ALB.6_1,40.31020730842931,20.200689807614346
ALB.6_1,40.02937776422686,20.24638994595473
ALB.6_1,39.91605563508334,20.327226065277472
ALB.6_1,40.4613062602746,19.85148742168792
ALB.6_1,40.07178659165008,20.15828157073638
ALB.6_1,40.29949712622075,20.149578015145018
ALB.6_1,40.31764173111267,19.94855090325142
ALB.6_1,40.07753864951934,20.14934180397583
ALB.6_1,40.4221926846824,19.85715828593219
ALB.9_1,41.780087334821424,19.60374542586512
ALB.9_1,41.77881013957886,19.604878175971464
ALB.9_1,41.778434927047165,19.604017293550744
ALB.9_1,41.78075123751396,19.603972111424376
ALB.9_1,41.77977469482504,19.603643055751487
ALB.9_1,41.80320009205268,19.90726340794957
ALB.9_1,41.77594666908724,19.603641253219163
ALB.9_1,41.779283174916266,19.604297742752934
ALB.9_1,41.77851655137231,19.60430648940709
ALB.9_1,41.77748310017436,19.603604119516643
ALB.9_1,41.77958238825487,19.60401562787901
ALB.9_1,41.77501564107084,19.60351141838175
ALB.9_1,41.77956793261531,19.603468793513507
ALB.9_1,41.77925444288971,19.604430528051616
ALB.9_1,41.77950193168795,19.60370691696286
ALB.9_1,41.74868548623386,19.961026076979223
ALB.9_1,41.775389531688965,19.603737800806115
ALB.9_1,41.7760142209272,19.60345061495922
ALB.9_1,41.77565909957666,19.60367626757317
ALB.9_1,41.77961459730965,19.60368281391309
ALB.9_1,41.77464895472826,19.60353462426119
ALB.9_1,41.77907565204452,19.604419386640963
ALB.9_1,41.78178634531059,19.604264017413914
ALB.9_1,41.78216021785465,19.60415363743524
ALB.9_1,41.80370701999063,19.61431606157981
ALB.9_1,41.77655179553576,19.60387905341029
AND.1_1,42.5196950916167,1.5234944751689827
AND.1_1,42.51465546892555,1.5332861103839777
AND.1_1,42.51040137858397,1.5262480871393216
AND.1_1,42.5252159032381,1.5309963043544388
AND.1_1,42.51267204073027,1.5357833011487083
AND.1_1,42.502350882023606,1.526778672680135
AND.1_1,42.50738644239486,1.5324568885657606
AND.1_1,42.50271681985941,1.5117103769920726
AND.1_1,42.4963726879233,1.507996206672193
AND.1_1,42.50946704164241,1.5311870925736173
AND.1_1,42.50360073029469,1.5219921130460374
AND.1_1,42.50914541438115,1.5248645679218475
AND.1_1,42.50328251883624,1.5200755741858605
AND.1_1,42.49585113579612,1.5007602798887951
AND.1_1,42.4969836319907,1.5098664260326335
AND.1_1,42.51054216842598,1.5297253114656906
AND.1_1,42.5244730518915,1.5206426339450874
AND.1_1,42.50725114443225,1.5340647863792067
AND.1_1,42.5078258965353,1.532731649091429
AND.1_1,42.52187515574549,1.522892683761884
AND.1_1,42.4985328330417,1.5145538217601937
AND.1_1,42.49436542734137,1.500004202777568
AND.1_1,42.49653374105284,1.4979854757476057
AND.1_1,42.51335127541172,1.5316157725990225
AND.1_1,42.523070449464974,1.5393531391130906
AND.1_1,42.49734100834199,1.5078226438764888
